age,height_cm,weight_kgs,nationality,overall_rating,potential,wage,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,position_first,position_second,position_third,upper_work_rate,down_work_rate,num_of_work_rate,value
26,1.8796,79.8,9,64,67,0.008810573,0,1,3,2,3,0.004324606,535,64,28,27,41,64,75,59,54,53,54,36,54,59,46,54,52,62,53,67,69,74,76,58,70,23,65,50,62,64,25,34,28,14,6,15,8,14,64,64,64,57,60,60,60,57,58,58,58,57,57,57,57,57,47,49,49,49,47,46,48,48,48,46,14,0,0,1,3,0.333333333,575000
25,1.905,79.8,116,65,69,0.002202643,1,1,4,2,3,0.004940261,467,65,27,9,42,64,70,64,65,60,52,43,33,64,59,62,58,67,50,59,62,70,72,58,63,26,67,56,56,64,44,37,24,14,10,10,10,7,66,66,66,62,64,64,64,62,62,62,62,61,57,57,57,61,51,51,51,51,51,49,51,51,51,49,14,0,0,3,3,1,725000
24,1.524,68.9,84,57,64,0,1,1,3,2,5,0.001026093,254,67,21,21,48,56,41,50,48,60,46,47,52,61,74,71,60,49,66,54,67,61,60,56,47,43,55,51,49,52,32,38,40,15,6,12,9,7,57,57,57,59,58,58,58,59,58,58,58,59,54,54,54,59,52,49,49,49,52,50,46,46,46,50,0,11,7,3,3,1,150000
21,1.8542,73.9,118,55,64,0,1,1,3,2,3,0.001161237,96,54,0,22,39,45,52,56,38,57,35,33,53,57,52,64,56,54,59,45,56,62,54,39,42,45,47,54,42,48,38,51,49,13,9,10,6,7,52,52,52,54,54,54,54,54,55,55,55,55,55,55,55,55,53,53,53,53,53,52,51,51,51,52,4,1,0,3,3,1,140000
32,1.8796,74.8,127,63,63,0,0,1,3,2,3,0.001556658,681,63,7,2,65,56,62,60,38,59,70,67,64,58,65,54,63,67,59,44,64,62,69,55,53,65,53,64,39,58,60,61,62,12,9,16,16,14,59,59,59,61,60,60,60,61,61,61,61,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,6,0,0,3,3,1,240000
30,1.5494,74.8,111,70,70,0.015418502,1,1,3,3,3,0.012448257,630,70,0,23,64,66,61,63,65,72,64,49,65,71,75,80,73,73,62,71,72,76,69,67,50,35,70,67,67,58,27,25,27,6,6,6,11,6,71,71,71,71,71,71,71,71,71,71,71,71,66,66,66,71,56,53,53,53,56,53,47,47,47,53,14,0,0,1,2,0.5,1800000
31,1.8288,76.2,117,72,72,0.008810573,1,1,3,2,3,0.023960518,444,69,28,66,55,33,65,71,43,57,47,39,65,65,66,50,64,74,67,58,81,71,68,52,81,78,47,55,46,69,74,73,68,8,14,12,14,7,57,57,57,59,59,59,59,59,61,61,61,61,66,66,66,61,69,73,73,73,69,70,73,73,73,70,2,2,0,2,3,0.666666667,2300000
22,1.8288,81.2,103,66,73,0.002202643,1,1,3,2,5,0.006441861,637,67,18,20,28,49,59,58,23,42,23,55,65,64,62,68,55,64,70,70,76,69,75,68,63,63,20,40,50,65,64,65,64,8,13,9,10,14,55,55,55,51,53,53,53,51,53,53,53,52,57,57,57,52,60,64,64,64,60,62,66,66,66,62,1,3,0,3,3,1,775000
20,1.8796,78.9,57,53,66,0,1,1,2,1,5,0.000890949,2,76,21,28,12,9,11,27,5,8,10,12,18,17,29,18,22,45,32,19,42,17,58,6,28,11,5,22,11,37,7,11,14,57,52,51,53,50,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,90000
27,1.5494,76.2,53,69,72,0.004405286,1,1,3,1,5,0.023071754,47,73,28,1,9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,16,82,42,75,8,40,22,13,33,22,61,10,11,12,70,65,71,67,73,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,925000
20,1.7018,69.9,96,59,67,0.002202643,0,1,2,2,5,0.00212226,150,70,21,30,61,59,40,58,49,64,51,46,56,61,62,63,54,48,81,62,48,51,46,43,31,21,51,49,58,50,34,30,32,10,11,10,6,13,56,56,56,59,58,58,58,59,58,58,58,59,53,53,53,59,48,44,44,44,48,45,39,39,39,45,7,0,0,1,3,0.333333333,230000
29,1.524,66.2,84,59,59,0,0,1,2,2,3,0.023071754,550,63,28,23,43,55,49,61,49,55,55,63,58,54,52,70,75,60,77,65,48,59,58,52,45,52,64,66,50,50,34,50,51,11,15,7,7,8,59,59,59,59,60,60,60,59,61,61,61,59,60,60,60,59,54,55,55,55,54,54,52,52,52,54,4,0,0,1,2,0.5,150000
29,1.8542,78,124,73,73,0.028634361,1,1,3,2,5,0.03246958,57,71,28,3,53,34,74,65,40,63,44,45,65,67,65,65,69,65,66,57,85,72,76,41,83,70,50,50,56,66,69,71,70,11,15,6,12,11,58,58,58,59,59,59,59,59,60,60,60,62,63,63,63,62,68,70,70,70,68,69,73,73,73,69,1,3,0,3,3,1,3200000
26,1.7018,67.1,122,68,69,0.028634361,0,1,4,4,5,0.009445059,33,74,28,27,65,62,48,64,55,70,69,48,60,68,80,74,81,63,76,71,65,67,62,65,55,42,67,65,42,55,46,43,50,10,7,12,12,9,66,66,66,69,68,68,68,69,68,68,68,69,64,64,64,69,61,57,57,57,61,59,53,53,53,59,7,11,0,1,2,0.5,1100000
24,1.8288,78,76,64,69,0.008810573,1,1,3,2,5,0.023071754,384,67,12,13,63,31,51,65,53,62,56,53,58,68,69,74,68,61,67,59,76,91,69,52,64,62,65,54,48,60,64,55,56,6,11,9,10,6,58,58,58,62,61,61,61,62,62,62,62,65,64,64,64,65,67,65,65,65,67,66,63,63,63,66,7,6,0,1,3,0.333333333,600000
31,1.9558,92.1,57,67,67,0,0,1,3,2,7,0.003743987,516,64,21,28,54,47,72,44,37,48,55,48,53,56,48,52,41,62,32,70,46,52,92,48,76,63,52,51,75,65,64,66,64,12,8,10,13,10,58,58,58,52,54,54,54,52,52,52,52,53,54,54,54,53,58,61,61,61,58,60,68,68,68,60,1,0,0,3,3,1,525000
21,1.5494,73,120,64,75,0,1,1,2,2,5,0.00794346,579,75,17,92,60,33,51,62,34,60,40,34,55,58,72,71,69,56,66,52,64,62,52,49,52,60,50,43,44,47,67,69,65,6,14,11,9,13,53,53,53,58,56,56,56,58,56,56,56,59,57,57,57,59,64,61,61,61,64,65,62,62,62,65,10,6,0,3,3,1,675000
26,1.905,91.2,57,69,70,0.004405286,1,1,3,2,5,0.00794346,1,65,18,5,32,30,69,57,37,31,30,29,50,51,42,60,41,67,41,64,50,55,90,39,72,67,36,38,47,61,67,69,67,8,7,15,8,11,51,51,51,44,47,47,47,44,46,46,46,46,52,52,52,46,58,63,63,63,58,61,70,70,70,61,1,0,0,3,3,1,1000000
20,1.8542,69.9,118,50,64,0,1,1,3,2,3,0.000590629,664,58,28,12,33,56,41,44,47,59,42,27,37,48,67,56,53,46,60,52,44,49,45,42,28,18,35,52,56,49,38,19,19,9,7,12,10,6,50,50,50,51,51,51,51,51,51,51,51,50,45,45,45,50,39,37,37,37,39,37,34,34,34,37,0,14,0,3,3,1,60000
30,1.8542,84.8,123,66,66,0.002202643,1,1,3,2,7,0.00409436,383,64,8,4,21,39,68,59,29,38,31,21,53,45,59,55,56,58,58,35,72,56,76,36,68,69,42,52,34,68,63,64,61,13,15,16,10,14,50,50,50,46,48,48,48,46,50,50,50,48,54,54,54,48,55,62,62,62,55,58,66,66,66,58,1,0,0,3,1,3,475000
35,1.8796,79.8,53,66,66,0.002202643,1,1,3,3,5,0.002562729,276,65,27,13,42,67,72,64,53,63,49,51,49,66,54,53,66,62,56,64,55,63,79,54,51,27,68,58,62,60,32,26,34,7,7,13,6,13,67,67,67,62,65,65,65,62,63,63,63,61,59,59,59,61,49,50,50,50,49,47,48,48,48,47,14,0,0,3,2,1.5,300000
23,1.7018,68.9,53,65,70,0,0,1,3,3,5,0.004514808,235,65,28,31,57,31,54,48,30,58,52,33,34,63,87,83,83,57,84,47,64,74,52,32,55,60,46,35,36,58,62,61,66,14,14,11,14,6,52,52,52,57,54,54,54,57,53,53,53,58,51,51,51,58,65,57,57,57,65,65,61,61,61,65,6,7,0,3,3,1,600000
28,1.5494,83,138,66,67,0.011013216,1,1,3,2,5,0.004900219,436,64,2,14,52,46,54,66,36,57,46,39,62,64,66,63,66,61,61,54,72,85,76,57,81,59,49,54,43,58,61,62,65,12,10,13,8,14,58,58,58,59,59,59,59,59,60,60,60,61,63,63,63,61,65,66,66,66,65,65,66,66,66,65,2,0,0,3,1,3,575000
25,1.7526,69.9,136,63,67,0,0,1,4,3,3,0.003083284,323,63,19,11,62,56,45,66,51,65,71,68,59,66,70,69,91,63,89,68,80,64,49,62,46,52,59,62,66,58,46,55,59,13,11,7,13,14,62,62,62,66,65,65,65,66,66,66,66,65,64,64,64,65,62,59,59,59,62,61,55,55,55,61,4,0,0,3,3,1,475000
24,1.9558,88,57,64,69,0.002202643,1,1,2,2,5,0.003753998,257,65,28,5,26,21,70,52,22,33,23,21,44,38,51,54,40,55,34,43,59,61,89,28,60,54,25,32,40,47,59,66,62,7,9,15,9,8,43,43,43,38,39,39,39,38,40,40,40,41,45,45,45,41,53,56,56,56,53,56,64,64,64,56,1,0,0,3,3,1,500000
27,1.8796,84.8,144,67,67,0.008810573,0,1,3,3,5,0.006441861,361,71,28,99,59,42,70,67,45,67,63,68,60,66,71,74,68,59,59,58,51,77,72,52,66,66,69,50,55,54,65,64,66,14,12,8,13,10,63,63,63,64,63,63,63,64,63,63,63,65,64,64,64,65,68,66,66,66,68,68,67,67,67,68,6,7,0,3,3,1,650000
28,1.7272,73.9,27,68,68,0.008810573,1,1,3,3,7,0.023071754,179,65,23,9,62,65,61,62,52,63,59,26,53,67,80,83,85,56,73,71,83,82,83,70,55,60,69,59,55,53,30,13,18,7,9,14,12,12,69,69,69,68,68,68,68,68,66,66,66,67,62,62,62,67,56,53,53,53,56,53,48,48,48,53,14,11,7,1,3,0.333333333,925000
18,1.8542,79.8,144,50,69,0,1,1,2,1,3,0.000590629,300,72,21,24,10,6,10,16,6,8,11,11,16,13,17,22,34,36,39,21,51,21,61,6,22,9,7,29,17,28,6,14,10,55,53,55,41,50,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,50000
29,1.8288,76.2,6,68,70,0.008810573,1,1,3,1,5,0.005440794,660,71,5,12,18,12,17,32,20,21,18,20,24,25,58,48,43,62,60,19,57,35,60,19,29,24,15,24,26,42,15,20,18,73,64,62,63,72,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,725000
28,1.8288,79.8,29,64,66,0,1,1,2,2,5,0.002968161,369,67,8,30,29,18,64,51,28,27,22,27,28,46,58,58,48,55,56,36,70,65,75,16,71,64,26,32,31,54,61,63,61,10,10,14,8,14,42,42,42,39,39,39,39,39,39,39,39,41,44,44,44,41,55,57,57,57,55,58,64,64,64,58,1,0,0,2,3,0.666666667,425000
29,1.7526,77.1,6,72,72,0.028634361,1,1,3,3,7,0.023071754,633,69,17,4,72,59,53,65,49,67,57,36,59,70,75,74,68,73,69,64,72,74,68,65,68,68,62,54,51,70,72,70,73,11,10,11,15,10,66,66,66,69,67,67,67,69,66,66,66,69,66,66,66,69,72,69,69,69,72,72,70,70,70,72,10,0,0,1,2,0.5,2500000
22,1.7272,68,8,57,68,0,1,1,2,2,3,0.001691802,205,64,28,27,42,49,44,57,31,57,44,40,51,58,74,68,75,59,79,52,61,72,66,29,60,51,39,48,40,43,56,53,55,6,8,12,8,10,54,54,54,56,55,55,55,56,55,55,55,57,55,55,55,57,58,58,58,58,58,58,57,57,57,58,11,10,3,3,1,3,180000
28,1.9304,93,141,69,69,0.022026432,1,1,3,2,5,0.023071754,637,67,27,26,58,69,63,61,62,61,70,45,57,61,70,79,62,66,44,77,70,65,87,65,78,36,65,60,67,67,30,27,25,8,9,14,6,13,69,69,69,66,67,67,67,66,65,65,65,65,60,60,60,65,53,52,52,52,53,50,50,50,50,50,14,0,0,3,2,1.5,1100000
26,1.6764,64,79,71,73,0.011013216,1,1,4,3,3,0.016452522,360,70,20,10,63,60,34,75,70,70,76,61,68,75,87,78,84,73,86,75,75,80,54,74,60,72,66,73,64,73,65,70,56,12,6,11,6,10,67,67,67,73,73,73,73,73,74,74,74,74,74,74,74,74,72,71,71,71,72,70,65,65,65,70,2,5,0,3,3,1,2400000
24,1.905,88.9,96,63,70,0,1,1,2,1,3,0.003128332,143,69,28,45,16,20,12,32,14,13,13,18,34,26,43,43,39,52,27,36,54,29,58,19,23,17,17,42,30,43,11,9,10,70,59,63,58,68,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,375000
18,1.8288,74.8,44,63,79,0.015418502,1,1,3,2,3,0.009445059,219,79,21,67,60,62,63,56,55,62,50,44,35,60,79,77,69,58,70,59,58,56,65,54,60,32,60,54,59,62,25,34,29,13,8,6,10,15,63,63,63,64,63,63,63,64,61,61,61,62,54,54,54,62,51,46,46,46,51,50,46,46,46,50,14,8,12,3,3,1,750000
22,1.524,67.1,103,65,71,0.004405286,1,1,3,3,5,0.005941328,447,68,9,22,59,58,54,66,55,64,50,44,65,63,73,66,78,64,75,57,66,66,49,60,48,51,57,62,57,61,57,53,52,6,11,9,11,12,61,61,61,65,64,64,64,65,65,65,65,65,64,64,64,65,61,60,60,60,61,60,56,56,56,60,0,5,0,3,3,1,750000
19,1.8796,79.8,57,57,76,0.004405286,0,1,3,2,3,0.00249766,90,81,21,43,39,59,54,51,45,59,58,34,33,58,69,68,62,47,54,53,63,55,66,45,34,20,48,39,58,46,24,28,20,9,13,13,13,7,57,57,57,56,56,56,56,56,53,53,53,54,47,47,47,54,43,40,40,40,43,41,39,39,39,41,14,7,0,3,3,1,220000
30,1.8288,77.1,53,69,69,0.013215859,1,1,3,2,3,0.005941328,540,70,28,5,52,49,70,66,46,53,59,30,68,64,48,51,62,67,65,57,47,74,73,43,76,74,39,60,33,68,65,68,65,16,10,15,14,7,57,57,57,56,57,57,57,56,59,59,59,59,64,64,64,59,65,70,70,70,65,66,70,70,70,66,2,5,0,2,1,2,825000
29,1.5494,79.8,103,62,62,0,1,1,4,2,5,0.002262409,380,55,0,77,57,39,54,62,50,58,61,61,63,61,60,58,60,63,64,57,65,62,64,58,58,53,58,69,62,66,46,60,59,8,9,15,7,9,57,57,57,60,60,60,60,60,61,61,61,61,63,63,63,61,60,61,61,61,60,59,59,59,59,59,4,11,1,3,3,1,300000
23,1.8796,77.1,116,60,67,0,1,1,2,2,3,0.002262409,172,65,28,26,43,60,53,57,53,60,40,34,35,58,79,68,62,50,55,59,58,61,68,46,44,29,58,51,58,49,30,14,15,14,8,6,10,14,60,60,60,59,60,60,60,59,58,58,58,58,51,51,51,58,45,42,42,42,45,43,39,39,39,43,14,0,0,3,2,1.5,300000
24,1.7018,73.9,57,66,68,0.008810573,1,1,3,3,5,0.006441861,534,70,21,8,62,52,53,63,40,65,50,34,57,63,78,77,81,68,82,65,71,76,65,67,76,49,64,54,57,54,48,47,54,12,16,14,14,13,63,63,63,66,65,65,65,66,65,65,65,66,62,62,62,66,63,60,60,60,63,61,58,58,58,61,11,7,12,1,3,0.333333333,800000
22,1.8288,83,44,63,73,0.013215859,0,1,2,2,5,0.005440794,93,77,21,25,39,30,67,51,40,44,29,36,43,51,53,50,50,55,59,58,70,63,70,26,60,62,29,35,45,52,61,64,63,8,6,5,8,6,48,48,48,45,45,45,45,45,45,45,45,47,48,48,48,47,57,58,58,58,57,59,64,64,64,59,1,0,0,3,3,1,525000
18,1.524,69.9,53,57,79,0,1,1,3,2,3,0.002828012,250,66,21,32,51,26,45,32,27,54,28,32,30,39,78,73,61,51,75,25,60,59,48,23,52,54,46,36,40,45,59,60,61,11,13,14,15,10,43,43,43,48,45,45,45,48,44,44,44,49,42,42,42,49,56,49,49,49,56,57,55,55,55,57,10,0,0,3,3,1,210000
23,1.524,71.2,96,68,74,0.013215859,1,1,2,3,3,0.011447191,553,72,28,16,67,42,54,73,56,65,55,69,69,71,67,70,64,57,63,72,64,85,59,70,58,68,58,60,52,64,63,66,61,6,15,14,8,13,61,61,61,65,64,64,64,65,66,66,66,67,69,69,69,67,70,69,69,69,70,68,65,65,65,68,4,3,11,2,3,0.666666667,1200000
28,1.524,77.1,9,65,65,0.004405286,1,1,4,3,7,0.003929185,608,62,27,24,50,67,56,56,62,63,62,56,45,65,74,76,72,61,70,73,80,72,73,63,61,44,56,62,64,57,16,23,18,8,12,9,13,14,66,66,66,64,65,65,65,64,63,63,63,63,58,58,58,63,51,49,49,49,51,48,45,45,45,48,14,0,0,3,3,1,550000
19,1.7272,68,147,62,74,0,1,1,3,2,3,0.004189462,466,69,28,21,51,54,55,62,53,60,63,56,57,61,74,73,70,57,77,65,60,66,56,55,58,50,58,61,59,62,38,47,47,8,12,13,11,12,61,61,61,62,62,62,62,62,62,62,62,62,60,60,60,62,57,56,56,56,57,56,53,53,53,56,0,0,0,1,3,0.333333333,500000
23,1.5494,79.8,103,68,73,0.008810573,1,1,4,3,3,0.009445059,569,70,12,29,68,66,50,66,63,72,61,39,60,66,81,82,67,62,64,71,81,53,72,66,44,20,62,62,48,65,21,26,27,7,12,11,7,6,68,68,68,70,69,69,69,70,68,68,68,69,61,61,61,69,52,48,48,48,52,49,43,43,43,49,7,11,14,3,3,1,1200000
24,1.8288,73,44,66,71,0.030837004,1,1,5,4,3,0.023071754,445,66,12,18,69,55,34,58,54,73,74,71,48,66,77,82,72,55,73,68,53,59,43,56,43,23,57,62,58,60,33,23,24,7,15,14,14,13,60,60,60,67,64,64,64,67,64,64,64,66,57,57,57,66,52,45,45,45,52,48,38,38,38,48,7,11,0,3,2,1.5,850000
30,1.7526,74.8,44,73,73,0.085903084,1,1,3,3,5,0.029466382,400,72,28,8,69,56,45,74,40,67,67,66,73,70,64,64,66,71,69,68,61,76,65,66,80,74,55,66,66,75,70,73,69,14,9,10,12,10,63,63,63,67,66,66,66,67,68,68,68,69,71,71,71,69,72,74,74,74,72,71,70,70,70,71,2,5,0,2,1,2,3100000
25,1.6764,71.2,6,66,71,0.002202643,0,1,2,3,5,0.023071754,157,70,7,20,74,50,53,64,45,68,74,78,68,67,75,73,80,56,86,35,75,67,59,63,72,61,56,62,44,65,64,62,64,14,15,15,15,9,58,58,58,66,62,62,62,66,65,65,65,67,65,65,65,67,67,65,65,65,67,66,64,64,64,66,6,0,0,3,3,1,725000
24,1.8542,81.2,96,60,65,0.00660793,1,1,3,2,5,0.001977106,294,71,21,48,57,30,40,59,52,59,42,40,57,55,66,65,55,61,45,61,52,68,70,60,60,53,49,47,62,49,60,59,59,11,12,9,8,6,53,53,53,56,55,55,55,56,56,56,56,58,57,57,57,58,61,60,60,60,61,60,59,59,59,60,10,0,0,3,3,1,230000
25,1.9304,93,147,67,73,0.002202643,1,1,2,1,5,0.006441861,387,70,5,1,11,15,12,21,16,20,10,13,28,22,33,32,33,60,40,20,56,28,50,18,26,14,6,42,15,45,19,14,13,68,65,66,66,67,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,750000
30,1.524,73.9,103,70,70,0.002202643,1,1,4,3,5,0.008443993,135,63,28,6,66,58,62,74,57,67,67,63,69,69,72,66,75,67,69,61,80,76,70,60,69,66,65,66,61,66,67,69,66,9,10,10,10,14,66,66,66,68,68,68,68,68,69,69,69,70,70,70,70,70,70,71,71,71,70,70,69,69,69,70,2,0,0,3,1,3,1400000
20,1.524,73,147,60,74,0,0,1,3,2,3,0.004189462,583,71,28,75,45,55,52,63,45,64,47,46,61,61,67,63,65,56,69,56,68,68,57,50,55,56,44,49,42,46,58,59,59,8,7,12,10,10,57,57,57,59,58,58,58,59,59,59,59,60,60,60,60,60,60,61,61,61,60,60,59,59,59,60,2,5,0,3,1,3,400000
36,1.8796,91.2,108,65,65,0,1,1,2,1,7,0.0003754,526,67,5,1,17,13,14,38,17,10,11,16,35,18,44,39,37,68,50,21,63,27,65,13,34,18,12,59,21,52,28,13,10,62,63,64,64,65,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,70000
29,1.7018,67.1,44,68,68,0.030837004,1,1,4,3,3,0.008443993,493,70,28,9,48,68,58,56,63,66,63,58,37,70,77,75,79,66,81,65,73,79,61,66,47,35,71,55,68,64,43,26,28,8,14,13,8,14,68,68,68,67,68,68,68,67,65,65,65,65,59,59,59,65,54,50,50,50,54,52,47,47,47,52,14,0,0,1,3,0.333333333,900000
31,1.7272,69.9,29,74,74,0.028634361,1,1,3,3,5,0.037474911,153,72,28,27,56,77,66,62,60,69,69,67,57,74,79,81,90,75,77,76,77,75,69,66,50,50,73,66,77,76,37,37,33,10,14,9,11,11,74,74,74,73,74,74,74,73,72,72,72,71,67,67,67,71,60,57,57,57,60,58,54,54,54,58,14,0,0,1,1,1,5000000
24,1.7018,73.9,79,65,70,0.004405286,1,1,3,3,3,0.004745053,357,68,28,14,53,60,59,61,54,71,51,40,43,65,90,90,88,57,79,63,75,74,62,49,59,19,61,48,63,60,36,22,33,10,13,13,7,10,65,65,65,67,65,65,65,67,64,64,64,66,56,56,56,66,53,47,47,47,53,51,45,45,45,51,14,7,8,1,3,0.333333333,725000
30,1.5494,73,118,64,64,0.004405286,1,1,3,2,3,0.003658897,95,65,27,9,56,65,58,60,64,62,60,57,47,64,68,61,71,60,73,62,71,85,63,63,53,23,64,57,66,60,39,12,15,14,12,16,15,14,64,64,64,64,64,64,64,64,63,63,63,64,58,58,58,64,50,47,47,47,50,46,41,41,41,46,14,0,0,1,3,0.333333333,425000
21,1.7018,64.9,29,58,67,0,1,1,3,2,5,0.023071754,339,64,21,30,36,63,45,56,50,64,49,35,34,55,73,71,66,57,80,53,59,61,42,46,32,17,60,54,58,55,36,15,14,11,6,13,9,6,59,59,59,60,61,61,61,60,59,59,59,58,51,51,51,58,44,39,39,39,44,41,35,35,35,41,14,0,0,3,3,1,200000
27,1.7526,71.2,90,71,71,0.019823789,0,1,3,3,5,0.021958386,213,72,21,40,62,48,48,73,58,72,64,58,70,73,78,69,79,68,82,67,69,77,67,65,72,70,66,70,56,65,60,62,62,8,4,3,7,7,65,65,65,70,69,69,69,70,71,71,71,71,72,72,72,71,70,70,70,70,70,68,66,66,66,68,4,3,0,3,3,1,2400000
21,1.7526,64,79,62,74,0,1,1,4,2,3,0.003503731,654,69,7,19,59,28,56,53,30,46,31,34,29,56,70,73,57,57,71,31,72,59,58,30,51,59,47,36,33,42,59,62,64,9,11,13,11,8,48,48,48,52,49,49,49,52,49,49,49,53,49,49,49,53,61,55,55,55,61,62,61,61,61,62,6,10,11,3,3,1,475000
20,1.651,64,29,62,78,0,1,1,3,2,5,0.006441861,215,64,28,8,28,60,48,60,44,55,35,30,53,65,82,72,75,54,91,52,71,58,34,48,38,14,61,62,55,49,56,17,13,8,13,9,15,10,59,59,59,61,62,62,62,61,62,62,62,60,56,56,56,60,44,44,44,44,44,43,38,38,38,43,0,14,0,3,3,1,675000
25,1.8542,77.1,117,71,76,0.013215859,1,1,3,3,5,0.034972245,657,74,27,9,58,71,72,68,65,69,45,27,61,72,65,68,68,66,60,75,73,70,75,59,54,14,72,47,56,70,24,10,15,12,13,12,14,10,72,72,72,68,69,69,69,68,67,67,67,68,61,61,61,68,49,47,47,47,49,45,41,41,41,45,14,0,0,3,3,1,3200000
25,1.8288,83,57,68,72,0.011013216,0,1,4,2,5,0.00794346,524,68,9,4,38,24,60,67,35,38,51,56,61,56,62,64,58,66,60,41,80,71,78,25,80,65,21,58,57,50,69,72,70,12,10,5,7,12,47,47,47,48,48,48,48,48,52,52,52,52,58,58,58,52,64,68,68,68,64,66,71,71,71,66,2,2,0,3,1,3,975000
33,1.7526,78.9,29,72,72,0.004405286,1,1,3,3,5,0.008443993,344,72,17,20,70,59,58,70,52,67,72,69,68,73,76,78,75,74,75,67,72,84,70,64,68,66,62,68,69,73,66,67,68,10,9,15,12,9,67,67,67,71,70,70,70,71,70,70,70,72,71,71,71,72,73,71,71,71,73,72,69,69,69,72,10,0,0,1,3,0.333333333,1200000
22,1.7526,76.2,6,58,69,0,1,1,3,3,5,0.001641748,159,64,0,10,44,48,34,58,40,64,50,40,53,63,68,67,73,41,74,49,50,35,67,46,38,32,54,57,43,59,44,36,39,15,7,7,10,7,54,54,54,59,57,57,57,59,59,59,59,57,54,54,54,57,48,48,48,48,48,46,45,45,45,46,0,5,0,1,2,0.5,220000
31,1.524,73.9,9,72,72,0.061674009,0,1,3,3,5,0.023071754,271,73,21,14,79,48,61,73,63,72,75,79,65,73,68,67,72,72,72,75,72,70,65,68,68,70,51,65,38,72,71,71,72,10,13,15,7,15,65,65,65,69,67,67,67,69,68,68,68,70,70,70,70,70,73,72,72,72,73,73,71,71,71,73,6,9,0,1,3,0.333333333,2000000
21,1.524,77.1,33,59,67,0,1,1,3,2,5,0.001836956,525,64,21,22,36,53,52,46,35,67,33,26,27,61,75,79,73,55,71,59,67,62,64,48,32,19,58,44,55,43,19,12,16,9,6,14,14,7,59,59,59,59,60,60,60,59,57,57,57,57,48,48,48,57,43,37,37,37,43,40,35,35,35,40,14,0,0,3,3,1,230000
22,1.8288,69.9,44,61,71,0.008810573,0,1,3,2,5,0.023071754,575,65,7,42,54,32,49,53,29,69,42,48,44,50,71,74,55,62,66,31,56,63,55,40,59,62,56,45,49,46,59,63,60,8,12,9,8,11,51,51,51,57,55,55,55,57,55,55,55,58,55,55,55,58,62,58,58,58,62,62,60,60,60,62,6,0,0,1,3,0.333333333,350000
